"COUNTRY","Economy","VERSION","Version","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"CRI","Costa Rica","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",0,,
"CRI","Costa Rica","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",0,,
"CRI","Costa Rica","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",0,,
"CRI","Costa Rica","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",0,,
"CRI","Costa Rica","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",0,,
"CRI","Costa Rica","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",0,,
"CRI","Costa Rica","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",0,,
"CRI","Costa Rica","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",0,,
"CRI","Costa Rica","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",0,,
"CRI","Costa Rica","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",0,,
"CRI","Costa Rica","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",0,,
"CRI","Costa Rica","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",0,,
"CRI","Costa Rica","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",0,,
"CRI","Costa Rica","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",0,,
"CRI","Costa Rica","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",0,,
"CRI","Costa Rica","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",0,,
"CIV","Côte d'Ivoire","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",0,,
"CIV","Côte d'Ivoire","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",0,,
"CIV","Côte d'Ivoire","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",0,,
"CIV","Côte d'Ivoire","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",0,,
"CIV","Côte d'Ivoire","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",0,,
"CIV","Côte d'Ivoire","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",0,,
"CIV","Côte d'Ivoire","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",0,,
"CIV","Côte d'Ivoire","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",0,,
"CIV","Côte d'Ivoire","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",0,,
"CIV","Côte d'Ivoire","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",0,,
"CIV","Côte d'Ivoire","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",0,,
"CIV","Côte d'Ivoire","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",0,,
"CIV","Côte d'Ivoire","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",0,,
"CIV","Côte d'Ivoire","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",0,,
"CIV","Côte d'Ivoire","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",0,,
"CIV","Côte d'Ivoire","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",0,,
"CIV","Côte d'Ivoire","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",0,,
"CIV","Côte d'Ivoire","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",0,,
"HRV","Croatia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",0.2,,
"HRV","Croatia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",0.2,,
"HRV","Croatia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",0.2,,
"HRV","Croatia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",0.2,,
"HRV","Croatia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",0.2,,
"HRV","Croatia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",0.2,,
"HRV","Croatia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",0.2,,
"HRV","Croatia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",0.2,,
"HRV","Croatia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",0.2,,
"HRV","Croatia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",0.2,,
"HRV","Croatia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",0.5,,
"HRV","Croatia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",0.5,,
"HRV","Croatia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",0.5,,
"HRV","Croatia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",0.5,,
"HRV","Croatia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",0.5,,
"HRV","Croatia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",0.5,,
"HRV","Croatia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",0.5,,
"HRV","Croatia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",0.5,,
"CUB","Cuba","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",0.5,,
"CUB","Cuba","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",0.5,,
"CUB","Cuba","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",0.5,,
"CUB","Cuba","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",0.5,,
"CUB","Cuba","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",0.5,,
"CUB","Cuba","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",0.5,,
"CUB","Cuba","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",0.5,,
"CUB","Cuba","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",0.5,,
"CUB","Cuba","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",0.7,,
"CUB","Cuba","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",0.7,,
"CUB","Cuba","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",0.7,,
"CUB","Cuba","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",0.7,,
"CUB","Cuba","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",0.7,,
"CUB","Cuba","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",0.7,,
"CUB","Cuba","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",0.7,,
"CUB","Cuba","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",0.7,,
"CUB","Cuba","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",0.7,,
"CUB","Cuba","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",0.7,,
"CYP","Cyprus","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",0,,
"CYP","Cyprus","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",0,,
"CYP","Cyprus","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",0,,
"CYP","Cyprus","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",0,,
"CYP","Cyprus","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",0,,
"CYP","Cyprus","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",0,,
"CYP","Cyprus","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",0,,
"CYP","Cyprus","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",0,,
"CYP","Cyprus","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",0,,
"CYP","Cyprus","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",0,,
"CYP","Cyprus","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",0,,
"CYP","Cyprus","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",0,,
"CYP","Cyprus","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",0,,
"CYP","Cyprus","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",0,,
"CYP","Cyprus","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",0,,
"CYP","Cyprus","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",0,,
"CYP","Cyprus","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",0,,
"CYP","Cyprus","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",0,,
"PRK","Democratic People's Republic of Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",6,,
"PRK","Democratic People's Republic of Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",6,,
"PRK","Democratic People's Republic of Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",6,,
"PRK","Democratic People's Republic of Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",6,,
"PRK","Democratic People's Republic of Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",6,,
"PRK","Democratic People's Republic of Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",6,,
"PRK","Democratic People's Republic of Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",6,,
"PRK","Democratic People's Republic of Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",6,,
"PRK","Democratic People's Republic of Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",6,,
"PRK","Democratic People's Republic of Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",6,,
"PRK","Democratic People's Republic of Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",6,,
"PRK","Democratic People's Republic of Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",6,,
"PRK","Democratic People's Republic of Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",6,,
"PRK","Democratic People's Republic of Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",6,,
"PRK","Democratic People's Republic of Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",6,,
"PRK","Democratic People's Republic of Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",6,,
"PRK","Democratic People's Republic of Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",6,,
"PRK","Democratic People's Republic of Korea","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",6,,
"DOM","Dominican Republic","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",0.4,,
"DOM","Dominican Republic","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",0.4,,
"DOM","Dominican Republic","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",0.4,,
"DOM","Dominican Republic","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",0.4,,
"DOM","Dominican Republic","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",0.4,,
"DOM","Dominican Republic","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",0.4,,
"DOM","Dominican Republic","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",0.4,,
"DOM","Dominican Republic","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",0.4,,
"DOM","Dominican Republic","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",0.4,,
"DOM","Dominican Republic","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",0.4,,
"DOM","Dominican Republic","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",0.4,,
"DOM","Dominican Republic","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",0.4,,
"DOM","Dominican Republic","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",0.4,,
"DOM","Dominican Republic","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",0.4,,
"DOM","Dominican Republic","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",0.4,,
"DOM","Dominican Republic","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",0.4,,
"DOM","Dominican Republic","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",0.4,,
"DOM","Dominican Republic","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",0.4,,
"ECU","Ecuador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",0.3,,
"ECU","Ecuador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",0.3,,
"ECU","Ecuador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",0.3,,
"ECU","Ecuador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",0.3,,
"ECU","Ecuador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",0.3,,
"ECU","Ecuador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",0.3,,
"ECU","Ecuador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",0.3,,
"ECU","Ecuador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",0.3,,
"ECU","Ecuador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",0.3,,
"ECU","Ecuador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",0.6,,
"ECU","Ecuador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",0.6,,
"ECU","Ecuador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",0.6,,
"ECU","Ecuador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",0.6,,
"ECU","Ecuador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",0.9,,
"ECU","Ecuador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",0.9,,
"ECU","Ecuador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",0.9,,
"ECU","Ecuador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",0.9,,
"ECU","Ecuador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",0.9,,
"EGY","Egypt","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",5,,
"EGY","Egypt","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",5,,
"EGY","Egypt","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",5,,
"EGY","Egypt","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",7.2,,
"EGY","Egypt","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",8,,
"EGY","Egypt","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",8,,
"EGY","Egypt","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",8,,
"EGY","Egypt","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",8,,
"EGY","Egypt","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",8,,
"EGY","Egypt","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",9.3,,
"EGY","Egypt","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",9.3,,
"EGY","Egypt","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",9.3,,
"EGY","Egypt","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",9.3,,
"EGY","Egypt","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",10.5,,
"EGY","Egypt","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",11.2,,
"EGY","Egypt","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",12.3,,
"EGY","Egypt","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",12.3,,
"EGY","Egypt","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",13.2,,
"SLV","El Salvador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",0.2,,
"SLV","El Salvador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",0.2,,
"SLV","El Salvador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",0.2,,
"SLV","El Salvador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",0.2,,
"SLV","El Salvador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",0.2,,
"SLV","El Salvador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",0.2,,
"SLV","El Salvador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",0.2,,
"SLV","El Salvador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",0.2,,
"SLV","El Salvador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",0.2,,
"SLV","El Salvador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",0.2,,
"SLV","El Salvador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",0.2,,
"SLV","El Salvador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",0.3,,
"SLV","El Salvador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",0.3,,
"SLV","El Salvador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",0.3,,
"SLV","El Salvador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",0.3,,
"SLV","El Salvador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",0.3,,
"SLV","El Salvador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",0.3,,
"SLV","El Salvador","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",0.3,,
"ETH","Ethiopia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",0.1,,
"ETH","Ethiopia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",0.1,,
"ETH","Ethiopia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",0.1,,
"ETH","Ethiopia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",0.1,,
"ETH","Ethiopia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",0.1,,
"ETH","Ethiopia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",0.1,,
"ETH","Ethiopia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",0.1,,
"ETH","Ethiopia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",0.2,,
"ETH","Ethiopia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",0.2,,
"ETH","Ethiopia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",0.2,,
"ETH","Ethiopia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",0.2,,
"ETH","Ethiopia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",0.2,,
"ETH","Ethiopia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",0.2,,
"ETH","Ethiopia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",0.2,,
"ETH","Ethiopia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",0.2,,
"ETH","Ethiopia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",0.2,,
"ETH","Ethiopia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",0.2,,
"ETH","Ethiopia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",0.2,,
"GEO","Georgia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",0.6,,
"GEO","Georgia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",0.6,,
"GEO","Georgia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",0.6,,
"GEO","Georgia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",0.6,,
"GEO","Georgia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",0.6,,
"GEO","Georgia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",0.6,,
"GEO","Georgia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",0.6,,
"GEO","Georgia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",0.6,,
"GEO","Georgia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",0.6,,
"GEO","Georgia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",0.6,,
"GEO","Georgia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",0.6,,
"GEO","Georgia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",0.6,,
"GEO","Georgia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",0.6,,
"GEO","Georgia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",0.6,,
"GEO","Georgia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",0.6,,
"GEO","Georgia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",0.6,,
"GEO","Georgia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",0.6,,
"GEO","Georgia","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",0.6,,
"GHA","Ghana","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",0.2,,
"GHA","Ghana","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",0.2,,
"GHA","Ghana","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",0.2,,
"GHA","Ghana","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",0.2,,
"GHA","Ghana","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",0.2,,
"GHA","Ghana","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",0.2,,
"GHA","Ghana","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",0.2,,
"GHA","Ghana","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",0.2,,
"GHA","Ghana","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",0.2,,
"GHA","Ghana","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",0.2,,
"GHA","Ghana","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",0.2,,
"GHA","Ghana","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",0.2,,
"GHA","Ghana","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",0.2,,
"GHA","Ghana","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",0.2,,
"GHA","Ghana","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",0.2,,
"GHA","Ghana","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",0.2,,
"GHA","Ghana","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",0.2,,
"GHA","Ghana","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",0.2,,
"GTM","Guatemala","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",0.5,,
"GTM","Guatemala","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",0.5,,
"GTM","Guatemala","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2002","2002",0.5,,
"GTM","Guatemala","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2003","2003",0.5,,
"GTM","Guatemala","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2004","2004",0.5,,
"GTM","Guatemala","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2005","2005",0.5,,
"GTM","Guatemala","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2006","2006",0.5,,
"GTM","Guatemala","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2007","2007",0.5,,
"GTM","Guatemala","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2008","2008",0.5,,
"GTM","Guatemala","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2009","2009",0.5,,
"GTM","Guatemala","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2010","2010",0.5,,
"GTM","Guatemala","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2011","2011",0.5,,
"GTM","Guatemala","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2012","2012",0.5,,
"GTM","Guatemala","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2013","2013",0.5,,
"GTM","Guatemala","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2014","2014",0.5,,
"GTM","Guatemala","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2015","2015",0.5,,
"GTM","Guatemala","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2016","2016",0.5,,
"GTM","Guatemala","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2017","2017",0.5,,
"HKG","Hong Kong, China","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2000","2000",0,,
"HKG","Hong Kong, China","2018","2018","CRUDENOMINAL","Nominal crude steelmaking capacity","2001","2001",0,,
